gene_i,gene_j,n_shared_taxa,pearson,spearman,is_grn_edge,network
AKR1C1,AKR1C2,60,0.9028945169634879,0.8872745518353492,False,non_edge
AKR1C1,AKR1C3,61,0.8576017706120993,0.8112055910627227,False,non_edge
AKR1C1,AKR1C4,60,0.872026627591639,0.8344412806085492,False,non_edge
AKR1C1,AKR1C8,55,0.1459023276996142,0.17911595693177274,False,non_edge
AKR1C1,AR,61,0.041224077829811065,0.2115688029536893,False,non_edge
AKR1C1,ASIP,57,0.0571534140465959,0.1442287513970971,False,non_edge
AKR1C1,BNC2,54,0.11429033409150985,0.16268956490200903,False,non_edge
AKR1C1,CGA,35,0.02686005993409464,0.0835937039462008,False,non_edge
AKR1C1,CYP11A1,61,0.20901428942657876,0.21181814326391685,False,non_edge
AKR1C1,CYP11B1,61,0.034279894177116646,0.1393588075433332,False,non_edge
AKR1C1,CYP11B2,61,0.041882131819883664,0.15577007513645508,False,non_edge
AKR1C1,CYP17A1,47,0.14468202194673135,0.1779710354372737,False,non_edge
AKR1C1,CYP19A1,61,0.06051359522749532,0.15175427775917655,False,non_edge
AKR1C1,CYP7B1,60,0.19429759991543322,0.22370362851595246,False,non_edge
AKR1C1,DCT,62,-0.02007288246530534,0.12125235671392755,False,non_edge
AKR1C1,EDN3,53,-0.08415041685054607,0.02685664137663577,False,non_edge
AKR1C1,EDNRB,17,-0.0821036158358539,-0.06888406390419444,False,non_edge
AKR1C1,ESR1,59,0.03636028284525708,0.06669542084107603,False,non_edge
AKR1C1,ESR2,61,-0.06175837024805154,0.004021317861496573,False,non_edge
AKR1C1,FKBP5,63,-0.10518142763242565,-0.020964057743229594,False,non_edge
AKR1C1,FOXD3,58,0.08380075143461291,0.10062731565372314,False,non_edge
AKR1C1,FSHB,61,0.12748780989938974,0.20626616538766127,False,non_edge
AKR1C1,FSHR,62,0.08417313505041855,0.11852017696253825,False,non_edge
AKR1C1,GNA11,52,0.02078511717916144,0.19692166242950296,False,non_edge
AKR1C1,GNAQ,42,-0.020451695842390906,0.06209740010886981,False,non_edge
AKR1C1,GNRH1,58,0.20568183990305838,0.20502635984502693,False,non_edge
AKR1C1,GNRH2,32,0.020289020525932087,0.09222184882118754,False,non_edge
AKR1C1,GNRHR,61,0.05411570871126945,0.11945241992781556,False,non_edge
AKR1C1,GPER1,63,0.19584852057431942,0.24958059352738934,False,non_edge
AKR1C1,HSD17B1,16,0.17073398172194343,0.32383907482903573,False,non_edge
AKR1C1,HSD17B11,56,0.06216359725705489,0.0886972149661617,False,non_edge
AKR1C1,HSD17B12,23,0.36776161711641253,0.3407201289047345,False,non_edge
AKR1C1,HSD17B2,60,0.15395477321121073,0.14613265613954068,False,non_edge
AKR1C1,HSD17B3,60,-0.0006792534128548018,0.1725453993192931,False,non_edge
AKR1C1,HSD17B6,57,0.2291806695090771,0.2155272175816377,False,non_edge
AKR1C1,HSD17B7,51,0.06828168746099526,0.1015697710884074,False,non_edge
AKR1C1,HSD17B8,36,0.11127495607869556,0.1404516626066607,False,non_edge
AKR1C1,HSD3B1,57,0.18881673648959613,0.2202800452917159,False,non_edge
AKR1C1,HSD3B2,38,0.006727035375452061,0.10466130512501264,False,non_edge
AKR1C1,IRF4,61,0.25947787513750803,0.2764039491414012,False,non_edge
AKR1C1,KISS1,47,0.201259394356563,0.17514322089020326,False,non_edge
AKR1C1,KISS1R,60,0.12455174613372245,0.14844428276001226,False,non_edge
AKR1C1,KITLG,65,0.21490155764291125,0.22265858910999578,False,non_edge
AKR1C1,LDLR,48,0.05461641870165695,0.06988098452224148,False,non_edge
AKR1C1,LEF1,42,0.16931379926779114,0.16760381525264503,False,non_edge
AKR1C1,LHB,39,0.1927827341028271,0.2372453132264037,False,non_edge
AKR1C1,LHCGR,58,0.12589892423973972,0.15622062356909705,False,non_edge
AKR1C1,MC1R,61,0.15349849844851374,0.16937029895885888,False,non_edge
AKR1C1,MFSD12,30,0.24617880326613534,0.3566568943561822,False,non_edge
AKR1C1,MITF,56,-0.005994423951396007,0.09084715241229192,False,non_edge
AKR1C1,MLANA,50,0.0930062831764594,0.16220748234554624,False,non_edge
AKR1C1,MRAP2,40,0.10438588231744186,0.13450527949150762,False,non_edge
AKR1C1,NCOA1,64,-0.025794272428915157,0.18454234950878376,False,non_edge
AKR1C1,NCOA2,64,0.09550306537602776,0.16365273923590448,False,non_edge
AKR1C1,NCOA3,57,0.06505026239540326,0.14159929520478035,False,non_edge
AKR1C1,NCOR2,53,0.09370249103856769,0.09836094630837618,False,non_edge
AKR1C1,OCA2,45,0.2754643430490699,0.23281987779167224,False,non_edge
AKR1C1,PAX3,56,0.02226739963231408,0.02685668292911655,False,non_edge
AKR1C1,PMEL,58,0.19707431411110113,0.21875523132020733,False,non_edge
AKR1C1,POMC,20,-0.03470568186751459,0.06118235537394354,False,non_edge
AKR1C1,SCARB1,52,0.09262932813540964,0.13254917522489218,False,non_edge
AKR1C1,SHBG,33,0.03137550728341509,0.11006816353442869,False,non_edge
AKR1C1,SLC24A4,63,0.02434592443174812,0.14783092369730053,False,non_edge
AKR1C1,SLC24A5,64,0.12739984593020498,0.1503784317473276,False,non_edge
AKR1C1,SLC45A2,64,0.046419733351828,0.14022192814945894,False,non_edge
AKR1C1,SOX10,60,0.06607342159182177,0.07910689417546597,False,non_edge
AKR1C1,SRD5A1,58,0.15169908977662735,0.1938194058069024,False,non_edge
AKR1C1,SRD5A2,35,0.015198469897438173,0.09359021271084969,False,non_edge
AKR1C1,SRD5A3,34,0.2547227081641185,0.3081525440349952,False,non_edge
AKR1C1,STAR,54,0.17978645907855345,0.20725202983419977,False,non_edge
AKR1C1,STS,61,0.0786171190996978,0.1416772182677874,False,non_edge
AKR1C1,SULT1E1,61,0.23566178096427498,0.2661300945363112,False,non_edge
AKR1C1,TFAP2A,60,0.2051368994485806,0.28796843031951463,False,non_edge
AKR1C1,TYR,64,0.12313694689566035,0.15300244553702705,False,non_edge
AKR1C1,TYRP1,62,0.16029805810360506,0.20934595884954224,False,non_edge
AKR1C2,AKR1C3,65,0.9497164935137639,0.916245367725552,False,non_edge
AKR1C2,AKR1C4,67,0.8913418369066352,0.8458444990521661,False,non_edge
AKR1C2,AKR1C8,60,0.16883456242551792,0.2187228081983668,False,non_edge
AKR1C2,AR,68,0.09311837559863266,0.26590764360763036,False,non_edge
AKR1C2,ASIP,63,0.044504112169193415,0.1608828288655731,False,non_edge
AKR1C2,BNC2,59,0.1453461684659806,0.2121740202752047,False,non_edge
AKR1C2,CGA,37,0.05831926606538443,0.1535472878029259,False,non_edge
AKR1C2,CYP11A1,68,0.24023893905505408,0.25380496045838796,False,non_edge
AKR1C2,CYP11B1,66,0.0477693906470997,0.17824616611748886,False,non_edge
AKR1C2,CYP11B2,67,0.05700993356529027,0.21005409744181336,False,non_edge
AKR1C2,CYP17A1,46,0.1602952633345565,0.20686536772577208,False,non_edge
AKR1C2,CYP19A1,69,0.10197450864528736,0.20232954813920814,False,non_edge
AKR1C2,CYP7B1,67,0.22630550884157216,0.2782141522681854,False,non_edge
AKR1C2,DCT,66,0.012838008229413753,0.22334222711169988,False,non_edge
AKR1C2,EDN3,58,-0.03827905091031978,0.09829760671774011,False,non_edge
AKR1C2,EDNRB,18,-0.06965310677917723,-0.028265008043447205,False,non_edge
AKR1C2,ESR1,64,0.032950716661450975,0.08952022154740688,False,non_edge
AKR1C2,ESR2,65,-0.026532233162761716,0.05029573728443841,False,non_edge
AKR1C2,FKBP5,69,-0.09288931505090135,-0.015938973829647568,False,non_edge
AKR1C2,FOXD3,64,0.11959901639707576,0.16822347158924633,False,non_edge
AKR1C2,FSHB,68,0.13426746275124768,0.23989926350809243,False,non_edge
AKR1C2,FSHR,69,0.08621517023717637,0.13724481368423636,False,non_edge
AKR1C2,GNA11,56,-0.09700151889181591,0.07040496948632703,False,non_edge
AKR1C2,GNAQ,45,-0.10103963677218826,-0.03664494942128237,False,non_edge
AKR1C2,GNRH1,61,0.22267617359810615,0.23888263104478968,False,non_edge
AKR1C2,GNRH2,38,0.11800941844103409,0.16941786298822537,False,non_edge
AKR1C2,GNRHR,66,0.08388459676911435,0.22198652369837507,False,non_edge
AKR1C2,GPER1,69,0.21975020062384193,0.27761059715838093,False,non_edge
AKR1C2,HSD17B1,23,0.3635125493142561,0.49183014559089305,False,non_edge
AKR1C2,HSD17B11,60,0.03419301857589633,0.07222166063887694,False,non_edge
AKR1C2,HSD17B12,25,0.3878906571041621,0.4324761013442359,False,non_edge
AKR1C2,HSD17B2,67,0.193291781548903,0.18993031675762884,False,non_edge
AKR1C2,HSD17B3,66,0.010518010002051744,0.22675620952201278,False,non_edge
AKR1C2,HSD17B6,62,0.16369419417297693,0.16078496607259798,False,non_edge
AKR1C2,HSD17B7,53,0.10288574209241949,0.14785296024642489,False,non_edge
AKR1C2,HSD17B8,42,0.15804534935541026,0.2236932246444989,False,non_edge
AKR1C2,HSD3B1,61,0.1859131624503811,0.24563597983006027,False,non_edge
AKR1C2,HSD3B2,45,-0.013749772255611857,0.09643791567646856,False,non_edge
AKR1C2,IRF4,68,0.30184438408006325,0.35489195613116253,False,non_edge
AKR1C2,KISS1,49,0.21688294033519165,0.1927227972397235,False,non_edge
AKR1C2,KISS1R,62,0.10284558733617874,0.12410562174417583,False,non_edge
AKR1C2,KITLG,70,0.2371478663044466,0.27003277692401045,False,non_edge
AKR1C2,LDLR,47,0.06467659607247156,0.10748249581097064,False,non_edge
AKR1C2,LEF1,45,0.18071111457727174,0.20580024880245573,False,non_edge
AKR1C2,LHB,44,0.19309465956436836,0.3300136499521794,False,non_edge
AKR1C2,LHCGR,65,0.1360867899770293,0.18862245849171216,False,non_edge
AKR1C2,MC1R,68,0.16376505725982768,0.23277444067076877,False,non_edge
AKR1C2,MFSD12,38,0.30486186738164206,0.4322953417247619,False,non_edge
AKR1C2,MITF,60,0.003049439539607418,0.11766374153836316,False,non_edge
AKR1C2,MLANA,56,0.12200592058328506,0.23164929828537106,False,non_edge
AKR1C2,MRAP2,45,0.13289906078958258,0.16780887214696907,False,non_edge
AKR1C2,NCOA1,69,-0.03228889049988345,0.22134479680859276,False,non_edge
AKR1C2,NCOA2,70,0.09812698675029612,0.15645457336869162,False,non_edge
AKR1C2,NCOA3,63,0.09240888887504274,0.1910932895044547,False,non_edge
AKR1C2,NCOR2,59,0.10883863646781126,0.11994915292008014,False,non_edge
AKR1C2,OCA2,49,0.3598659215788903,0.2886809401290081,False,non_edge
AKR1C2,PAX3,61,-0.003493226944995002,0.024775861466492428,False,non_edge
AKR1C2,PMEL,65,0.2082173267358438,0.24893207227833553,False,non_edge
AKR1C2,POMC,22,-0.027900653208129275,0.08714293698747258,False,non_edge
AKR1C2,SCARB1,55,0.11958223480746528,0.2148526715716467,False,non_edge
AKR1C2,SHBG,35,0.03474320974425365,0.12666382763366169,False,non_edge
AKR1C2,SLC24A4,68,0.0405986347460083,0.21592008901497542,False,non_edge
AKR1C2,SLC24A5,70,0.13717620682482765,0.192755117915299,False,non_edge
AKR1C2,SLC45A2,71,0.07858383487360918,0.19772152960880912,False,non_edge
AKR1C2,SOX10,66,0.07809853419806857,0.1015781469673842,False,non_edge
AKR1C2,SRD5A1,65,0.16504753994345595,0.21812528864014644,False,non_edge
AKR1C2,SRD5A2,42,0.11633782502540445,0.19610663505940065,False,non_edge
AKR1C2,SRD5A3,39,0.33420805688496613,0.36704409017368805,False,non_edge
AKR1C2,STAR,61,0.22953588407648007,0.3004905520523172,False,non_edge
AKR1C2,STS,66,0.03128386275848685,0.14274807572430934,False,non_edge
AKR1C2,SULT1E1,67,0.22367383006088742,0.30447209604892933,False,non_edge
AKR1C2,TFAP2A,67,0.23093154315411485,0.3042887444951987,False,non_edge
AKR1C2,TYR,70,0.12486441315344425,0.1844881038318363,False,non_edge
AKR1C2,TYRP1,67,0.17155536035773872,0.2389782851245211,False,non_edge
AKR1C3,AKR1C4,65,0.8793540687268432,0.8289933419147402,False,non_edge
AKR1C3,AKR1C8,57,0.1642668234820621,0.21090442249254662,False,non_edge
AKR1C3,AR,65,0.21619354081341313,0.2668901612908999,False,non_edge
AKR1C3,ASIP,61,0.048227944579619646,0.17734189651833646,False,non_edge
AKR1C3,BNC2,56,0.12467538181693417,0.173703829219059,False,non_edge
AKR1C3,CGA,35,0.11908035490121467,0.15585411012999706,False,non_edge
AKR1C3,CYP11A1,65,0.24376817498923192,0.27073077155285885,False,non_edge
AKR1C3,CYP11B1,65,0.03012018286257395,0.15938749324067358,False,non_edge
AKR1C3,CYP11B2,65,0.043305347562858636,0.19127502240341931,False,non_edge
AKR1C3,CYP17A1,44,0.18059788546869343,0.23752871863070163,False,non_edge
AKR1C3,CYP19A1,66,0.10024782962381973,0.18329045801172283,False,non_edge
AKR1C3,CYP7B1,64,0.2342469048606961,0.27737891638303064,False,non_edge
AKR1C3,DCT,64,-0.02119528374922395,0.2088902683039349,False,non_edge
AKR1C3,EDN3,57,-0.052124108927451035,0.07108826686308256,False,non_edge
AKR1C3,EDNRB,15,-0.033335648364087235,0.09962256290840954,False,non_edge
AKR1C3,ESR1,63,0.08927494172809539,0.11229276036416332,False,non_edge
AKR1C3,ESR2,63,-0.060089384072771576,0.013261762028826599,False,non_edge
AKR1C3,FKBP5,67,-0.11336927068150303,-0.04110585443031059,False,non_edge
AKR1C3,FOXD3,62,0.100884802393272,0.14745625736193385,False,non_edge
AKR1C3,FSHB,65,0.15272500465456365,0.2633142401677227,False,non_edge
AKR1C3,FSHR,66,0.10573671007856777,0.1511134902280366,False,non_edge
AKR1C3,GNA11,54,-0.07845570267913521,0.08476151530345169,False,non_edge
AKR1C3,GNAQ,44,-0.07237137458987183,-0.016591038300919972,False,non_edge
AKR1C3,GNRH1,59,0.22443491324325526,0.2455536964137108,False,non_edge
AKR1C3,GNRH2,34,0.11429566614379924,0.19284664257161396,False,non_edge
AKR1C3,GNRHR,65,0.05823847495891234,0.17364768280621112,False,non_edge
AKR1C3,GPER1,67,0.2210671271477656,0.2814865329328937,False,non_edge
AKR1C3,HSD17B1,19,0.4598639648168332,0.5483680884014027,False,non_edge
AKR1C3,HSD17B11,58,0.03291104910280282,0.06671963145455545,False,non_edge
AKR1C3,HSD17B12,25,0.37248059813107937,0.3966417052788503,False,non_edge
AKR1C3,HSD17B2,64,0.17670547090576916,0.17568781592618377,False,non_edge
AKR1C3,HSD17B3,64,0.01297174966706676,0.17233928296998952,False,non_edge
AKR1C3,HSD17B6,60,0.23002187907081365,0.22044460102413477,False,non_edge
AKR1C3,HSD17B7,53,0.07984340849012626,0.14260436050657524,False,non_edge
AKR1C3,HSD17B8,41,0.16261659793593697,0.2396903172420768,False,non_edge
AKR1C3,HSD3B1,62,0.19584201379515437,0.24353256487074504,False,non_edge
AKR1C3,HSD3B2,43,0.02138245977227466,0.10495045583931477,False,non_edge
AKR1C3,IRF4,65,0.3026062534177437,0.3574605854699151,False,non_edge
AKR1C3,KISS1,48,0.21206085782209816,0.19430148234531716,False,non_edge
AKR1C3,KISS1R,60,0.12736641826025483,0.15679002499120254,False,non_edge
AKR1C3,KITLG,69,0.2749326906777532,0.29754175634114816,False,non_edge
AKR1C3,LDLR,46,-0.023047074251328084,-0.002618771825324945,False,non_edge
AKR1C3,LEF1,45,0.1930125806332157,0.20743288625309728,False,non_edge
AKR1C3,LHB,42,0.21383266245591162,0.2639918387038097,False,non_edge
AKR1C3,LHCGR,63,0.14567717041645112,0.1969073698917125,False,non_edge
AKR1C3,MC1R,65,0.16704241812621978,0.22138026287688276,False,non_edge
AKR1C3,MFSD12,35,0.1929421045372934,0.27917883489927975,False,non_edge
AKR1C3,MITF,60,0.001436717314901671,0.10778852353069507,False,non_edge
AKR1C3,MLANA,52,0.12272915227787812,0.21476228434796513,False,non_edge
AKR1C3,MRAP2,42,0.12019652639086177,0.15956881956374733,False,non_edge
AKR1C3,NCOA1,67,-0.030624469643484333,0.21703046263808595,False,non_edge
AKR1C3,NCOA2,68,0.10379277810297888,0.15495828378136892,False,non_edge
AKR1C3,NCOA3,61,0.09387989488131422,0.18125484831106378,False,non_edge
AKR1C3,NCOR2,57,0.11705881699854395,0.13615487988927016,False,non_edge
AKR1C3,OCA2,47,0.32864387983346427,0.2815892496760925,False,non_edge
AKR1C3,PAX3,60,0.04398138750203888,0.08454436112334146,False,non_edge
AKR1C3,PMEL,62,0.21933769008523646,0.263711273137546,False,non_edge
AKR1C3,POMC,19,-0.00026074986184067696,0.11791018729279837,False,non_edge
AKR1C3,SCARB1,55,0.12606237756505131,0.20688197233874547,False,non_edge
AKR1C3,SHBG,32,-0.027989659726373142,0.06520292431932379,False,non_edge
AKR1C3,SLC24A4,66,-0.020362508265375195,0.1649583569262444,False,non_edge
AKR1C3,SLC24A5,68,0.1254415244526569,0.16254703252752103,False,non_edge
AKR1C3,SLC45A2,68,0.08149530924887324,0.19061392982551545,False,non_edge
AKR1C3,SOX10,64,0.06381149656573804,0.04349979077932907,False,non_edge
AKR1C3,SRD5A1,62,0.17381328071317775,0.22772483734225896,False,non_edge
AKR1C3,SRD5A2,39,0.09649668938261795,0.18803730025862825,False,non_edge
AKR1C3,SRD5A3,37,0.3153787266905627,0.3321402632767954,False,non_edge
AKR1C3,STAR,59,0.1997559445411912,0.239208472001074,False,non_edge
AKR1C3,STS,65,0.02947300271929322,0.13158164267798483,False,non_edge
AKR1C3,SULT1E1,65,0.22869246259408987,0.32474319067921203,False,non_edge
AKR1C3,TFAP2A,64,0.2968694497007026,0.30379056957180617,False,non_edge
AKR1C3,TYR,68,0.14835283510024813,0.2016200633091869,False,non_edge
AKR1C3,TYRP1,66,0.18638057893382234,0.24659640134324107,False,non_edge
AKR1C4,AKR1C8,64,0.13225856257696128,0.140292010653533,False,non_edge
